Item ID,Item Name,Item Number
item-2614,Icon: 416  Save Me!,1
item-2615,ID: Together in Life and Death,1
item-2616,ID: One Last Willful Decision,1
item-2617,ID: Thinking of You While We Are Parted,1
item-2618,ID: Song of the Final Battle,1
item-2619,Background: Winter in Gutenberg,1
item-2620,Background: Subterranean Pandemonium,1
item-2621,Background: A Vow Made at the Ruins of the Altes Rathaus,1
item-2623,Sweetheart Bunny Chef,1
item-2630,Winterbell Chime,1
item-2636,Red Plums  Thou Knowest Mine Heart,1
item-2643,Vermilion Script,1
item-2659,Eternal Promise,1
item-2664,ID: Crest Dancer,1
item-2667,Icon - To The Pain,1
item-2670,Namecard - Balefire Ashes,1
item-2672,Background - Abandoned Hub,1
item-2686,Icon - Ultimate Illusion,1
item-2687,Namecard - A Scene I Thought Would Last Forever,1
item-3501,SPAS-12 Neural Upgrade Icon,1
item-3502,Zas M21 Neural Upgrade Icon,1
item-3503,CR-21 Neural Upgrade Icon,1
item-4001,City's Gift,59891
item-4002,Snowfield's Gift,26576
item-4003,Forest's Gift,26109
item-4004,Wasteland's Gift,384
item-6001,Ordinary Meat Bun,180
item-6002,Bundle of Meat Buns,161
item-6003,Trove of Meat Buns,195
item-6004,Commonfolk Standard,119
item-6005,Comfort Bucket for One,68
item-6006,Full Meal for Two,51
item-6007,Strawberry Cheesecake Slice,136
item-6008,One Week's Cake Selection,66
item-6009,Sweet Explosives,32
item-6010,"Baby  B-A-B-Y.",110
item-6011,Streetside Oden,135
item-6012,Wild Honeycomb,97
item-6013,Icy Theater,106
item-7004,Lovestruck,3
item-7012,Cherry Blossom Breeze,8
item-7024,Legend,10
item-7201,Cards of Unpredictability,1
item-8001,Intel Points,6050
item-8002,Intel Points,0
item-8003,Intel Points,0
item-9003,Supply Box,0
item-9004,Supply Box,0
item-9005,Supply Box,0
item-9006,The Division Silver Medal Mark 1*,1
item-9007,The Division Silver Medal Mark 2*,1
item-9013,Proof of Goodness,0
item-9014,Sign of the Pack,0
item-9015,Rabbit Hole npc1,0
item-9016,Rabbit Hole npcnpc2,0
item-9017,Rabbit Hole npcnpc3,0
item-9018,Rabbit Hole npcnpc4,0
item-9019,Rabbit Hole npc card score marker,11
item-9020,Popularity Token,370957
item-9021,Intonation,0
item-9022,Rhythm,10
item-9023,Savings,0
item-9024,Vigor,1475
item-9025,Inspiration,1200
item-9026,The Cage Conundrum PT,388000
item-9027,Once obtained  friendly echelons taking part in the event will gain the skill "Joint Assault"  which grants Sniper Support  Artillery Support  and Airstrike Support simultaneously.,1
item-9028,Once obtained  friendly echelons taking part in the event will gain the skill "Focus" as well as battlefield effects of the same name.,1
item-9029,Once obtained  friendly echelons taking part in the event will gain the skill "Enhancement" as well as battlefield effects of the same name.,1
item-9030,Performance Score,9500
item-9031,Performance Score,8000
item-9033,Dusty Blueprints,2
item-9034,Cone-Shaped Parts,6
item-9035,Ring-Shaped Parts,4
item-9036,Intricate Mechanical Core,3
item-9037,Dual-Chip Module,2
item-9038,Fragmented Visual Data,4
item-9041,Liquefied Interference Spray,1
item-9042,Doll Lubricating Oil,2
item-9043,Lost in Thoughts PT,485000
item-9044,Ace of Pentacles,0
item-9045,Ace of Wands,0
item-9046,Ace of Swords,0
item-9047,Ace of Cups,1
item-9049,Lost in Thoughts PT,302000
item-9301,A Tidy Medical Kit,1
item-9302,A Garbled Audio Recording,1
item-9303,An Old Compass,1
item-9304,A Worn  Ancient Gold Coin,1
item-9305,A Dried Rose,1
item-9306,A Box of 5.56×45mm M955 Armor-Piercing Rounds,1
item-9307,A Well-Maintained Carabiner,1
item-9308,A Hand-Drawn Map of the Dark Zone,1
item-9309,A Damaged Dog Tag,1
item-10603,Extra Potential Energy,36
item-10604,Extra Impulse,15
item-10605,Level of Activity,210
item-10606,Frontline Protocol Advanced Card,1110
item-10702,Exploration Permit,9880
item-10703,Gray Zone Exploration Score,10106
item-10704,Gray Zone Exploration Score,10010
item-10705,Gray Zone Exploration Score,6012
item-10706,Gray Zone Exploration Score,10018
item-10707,Gray Zone Exploration Score,41602
item-10708,Gray Zone Exploration Score,20730
item-10709,Gray Zone Exploration Score,16200
item-10710,Gray Zone Exploration Score,13290
item-10711,Gray Zone Exploration Score,24000
item-10712,Gray Zone Exploration Score,11670
item-10713,Gray Zone Exploration Score,11152
item-10714,Gray Zone Exploration Score,8096
item-10715,Gray Zone Exploration Score,6120
item-10716,Gray Zone Exploration Score,23482
item-10717,Gray Zone Exploration Score,16586
item-10718,Gray Zone Exploration Score,12390
item-10719,Gray Zone Exploration Score,16020
item-10720,Gray Zone Exploration Score,12776
item-10721,Gray Zone Exploration Score,14422
item-10722,Gray Zone Exploration Score,9120
item-10723,Gray Zone Exploration Score,13320
item-10724,Gray Zone Exploration Score,16170
item-10725,Gray Zone Exploration Score,12588
item-10726,Gray Zone Exploration Score,13346
item-10727,Gray Zone Exploration Score,14576
item-10728,Gray Zone Exploration Score,6810
item-100009,Crown of Respect,20
item-100020,True Core Mask·3rd Anniversary,0
item-100021,Crate,0
item-100025,True Core Mask - Shattered Connexion,0
item-100030,Nova Medal,1
item-100031,Platinum Medal,0
item-100032,True Core Mask - Polarized Light,0
item-100033,Nova Medal,4
item-100034,Platinum Medal,1
item-100040,True Core Mask - 4th Anniversary,0
item-100045,4th Anniversary Special Supply Box,0
item-100047,Nova Medal,2
item-100048,Platinum Medal,4
item-100050,Nova Medal – Il Teatrino,2
item-100051,Platinum Medal – Il Teatrino,1
item-100052,Augustus,0
item-100057,True Core Mask - Dual Randomness,0
item-100058,Nova Medal - Dual Randomness,2
item-100059,Platinum Medal - Dual Randomness,2
item-100062,Jade Coffer,0
item-100063,Strange Soap,4
item-100064,Nova Medal,3
item-100065,Platinum Medal,3
item-100066,Butterfly Mirage,10
item-100067,Nova Medal - Butterfly in a Cocoon,0
item-100068,Platinum Medal - Butterfly in a Cocoon,3
item-100069,Commander Headwear: Monster Overlord,2
item-100070,Phoenix Token,0
item-100071,Nova Medal - Bounty Feast,0
item-100072,Platinum Medal - Bounty Feast,4
item-100073,Star Ornament,0
item-100074,Nova Medal·A Snowy Night Capriccio,2
item-100075,Platinum Medal·A Snowy Night Capriccio,4
item-100077,Supply Box - Mirror Stage,0
item-100078,Nova Medal - Mirror Stage,1
item-100079,Platinum Medal - Mirror Stage,4
item-100080,True Core Mask - Mirror Stage,0
item-100081,Nova Medal - The Photo Studio Mystery,1
item-100082,Platinum Medal - The Photo Studio Mystery,4
item-100083,Tangerine Coin,0
item-100085,Platinum Medal,9
item-100092,Nova Medal - Far Side of the Sea,3
item-100093,Platinum Medal - Far Side of the Sea,1
item-100094,Azure Conch,60
item-100095,Nova Medal – The Waves Wrangler,0
item-100096,Platinum Medal – The Waves Wrangler,2
item-100097,Star Marker,0
item-100098,Nova Medal – My Devil's Frontline,4
item-100099,Platinum Medal – My Devil's Frontline,0
item-100100,Token of Life,35
item-100101,Supply Crate: Poincarre Recurrence,0
item-100102,Nova Medal: Poincarre Recurrence,0
item-100103,Platinum Medal: Poincarre Recurrence,340
item-100104,True Core Mask: Poincarre Recurrence,0
item-100108,Strange Soap,10
item-100109,Nova Medal - Freaky Pandemic,4
item-100110,Platinum Medal - Freaky Pandemic,3
item-100111,Butterfly Mirage,0
item-100112,Nova Medal - Butterfly in a Cocoon,2
item-100113,Platinum Medal - Butterfly in a Cocoon,1
item-100114,White Knight Armor Fragments,5
item-100115,Nova Medal - VA-11 HALL-A,3
item-100116,Platinum Medal - VA-11 HALL-A,2
item-100117,Star Ornament,50
item-100118,Nova Medal·A Snowy Night Capriccio,3
item-100119,Platinum Medal·A Snowy Night Capriccio,1
item-100120,Quick-Build Materials,12
item-100121,Abandoned Materials,12
item-100122,Quick-Build Materials,12
item-100123,Xmas Coin,10
item-100124,Nova Medal - One Coin Short,1
item-100125,Platinum Medal - One Coin Short,3
item-100126,Supply Crate - Fixed Point,0
item-100127,Nova Medal - Fixed Point,2
item-100128,Platinum Medal - Fixed Point,2
item-100129,True Core Mask - Fixed Point,0
item-100130,Corrupted Heart Mask - Fixed Point,0
item-100134,Nova Medal: Love Bakery,1
item-100135,Platinum Medal: Love Bakery,1
item-100136,Fragrant Cocoa,0
item-100138,True Core Mask - 6th Anniversary,0
item-100139,6th Anniversary Special Supply Box,0
item-100144,Nova Medal – Waves Wrangler,2
item-100145,Platinum Medal – Waves Wrangler,2
item-100146,Star Marker,0
item-100147,Platinum Medal - Lycan Sanctuary,2
item-100148,Restricted Area Lock,1
item-100151,Goliath Projectile,3
item-100152,Supply Box - Longitudinal Strain,0
item-100153,Nova Medal - Longitudinal Strain,1
item-100154,Platinum Medal - Longitudinal Strain,1283
item-100155,True Core Mask - Longitudinal Strain,0
item-100156,Corrupted Heart Mask - Longitudinal Strain,0
item-100160,Butterfly Mirage,0
item-100161,Nova Medal - Butterfly in a Cocoon,1
item-100162,Platinum Medal - Butterfly in a Cocoon,1
item-100163,Penumbra Coin,5
item-100164,Nova Medal – Eclipses & Saros,4
item-100165,Platinum Medal – Eclipses & Saros,4
item-100166,Christmas Coin,0
item-100167,Nova Medal: One Coin Short,2
item-100168,Platinum Medal: One Coin Short,0
item-100169,Correction Coin,1
item-100170,Nova Medal - Maze Guess,4
item-100171,Platinum Medal - Maze Guess,3
item-100172,Joint Assault,1
item-100173,Focus,1
item-100174,Enhancement,1
item-100175,Kotaro Coin,10
item-100176,Platinum Medal – The Glistening Bloom,3
item-100177,Nova Medal: Love Bakery,0
item-100178,Platinum Medal: Love Bakery,1
item-100179,Fragrant Cocoa,0
item-100180,Supply Box - Slow Shock,0
item-100181,Nova Medal - Slow Shock,3
item-100182,Platinum Medal - Slow Shock,0
item-100183,True Core Mask - Slow Shock,0
item-100184,Corrupted Heart Mask - Slow Shock,0
item-100186,True Core Mask - 7th Anniversary,0
item-100187,Future Box,0
item-100191,Nova Medal - Lost in Thoughts,2
item-100192,Platinum Medal - Lost in Thoughts,4
item-100193,Thought Token,0
item-100194,Novel Medal - Permitted! Reloading...,1
item-100195,Platinum Medal - Permitted! Reloading...,2
item-100196,Reload Token,10
item-100199,Frosty Crate,0
item-100204,Shattered Glass Commendation,0
item-100205,Nova Medal - Through the Looking-Glass,4
item-100206,Platinum Medal - Through the Looking-Glass,1
item-100207,Penumbra Coin,0
item-100208,Nova Medal - Eclipses & Saros,3
item-100209,Platinum Medal - Eclipses & Saros,3
item-100212,Nova Medal - The Summer Garden of Forking Paths,2
item-100213,Platinum Medal - The Summer Garden of Forking Paths,2078
item-100214,Shape of Memory,0
item-100215,Corrupted Heart Mask - The Summer Garden of Forking Paths,0
item-100222,Novel Medal - Cartesian Theater,2
item-100223,Platinum Medal - Cartesian Theater,3
item-100224,Destiny Dice,0
item-100225,Corrupted Heart Mask - Cartesian Theater,0
item-100229,Novel Medal - Zero Charge,2
item-100230,Platinum Medal - Zero Charge,2
item-100231,Pandora Token,0
item-100232,Corrupted Heart Mask – Zero Charge,0
item-100233,Nova Medal - Angular Gyrus,2
item-100234,Platinum Medal - Angular Gyrus,2
item-100235,Pawn of Victory,0
item-100236,Corrupted Heart Mask – Angular Gyrus,0
item-100239,Autumn Fun Box,0
item-100240,True Core Masks · Halloween,0
item-100241,Nova Medal - Isolation Forest,12
item-100242,Platinum Medal - Isolation Forest,12
item-100243,Inverted Forest Image,10
item-100244,Corrupted Heart Mask - Isolation Forest,0
item-100245,Nova Medal - Butterfly Nebula,2
item-100246,Platinum Medal - Butterfly Nebula,6
item-100247,Koen,10
item-100248,Nova Medal - Convolutional Kernel,3
item-100249,Platinum Medal - Convolutional Kernel,4
item-100250,Lone Spring Blossom,5
item-100251,Corrupted Heart Mask - Convolutional Kernel,0
item-100252,True Core Mask - Convolutional Kernel,0
item-100258,Red Packet,0
item-100268,Nova Medal - Roche Limit,14
item-100269,Platinum Medal - Roche Limit,48
item-100270,Critical Starcore,40
item-100271,Corrupted Heart Mask -  Roche Limit,0
item-100284,Nova Medal - Butterfly Nebula,2
item-100285,Platinum Medal - Butterfly Nebula,3
item-100286,Koen,25
item-110006,Event Points,2570
item-110007,Event Points,2570
item-110008,Event Points,2600
item-110009,Event Points,2500
item-110010,Event Points,3000
item-110011,Event Points,2600
item-110012,Event Points,2650
item-110013,Event Points,2500
item-110014,Event Points,2450
item-110015,Event Points,2470
item-110016,Event Points,2400
item-110017,Event Points,3000
item-110018,Event Points,2500
item-110019,Event Points,2470
item-110020,Event Points,2500
item-110021,Event Points,2440
item-110022,Event Points,3000
item-110023,Event Points,2500
item-110024,Event Points,2500
item-110025,Event Points,2440
item-110026,Event Points,2400
item-110027,Event Points,2600
item-110028,Event Points,2550
item-110030,Event Points,2400
item-110031,Event Points,2550
item-110032,Event Points,2600
item-110033,Event Points,2450
item-110034,Event Points,2600
item-110035,Event Points,2500
item-110036,Event Points,2500
item-110039,Event Points,67522347
item-110041,Event Points,6110241
item-110043,Event Points,24668382
item-110044,Event Points,13855609
item-110046,Event Points,18454711
item-110050,Event Points,21854592
item-110053,Event Points,44999566
item-110054,Event Points,20259141
item-110061,Event Points,14349759
item-110064,Event Points,25170741
item-110066,Event Points,58111714
item-110071,Event Points,11384043
item-110075,Event Points,14300746
item-120001,Besties Chatter,1
item-120002,Besties Chatter,1
item-120003,Besties Chatter,1
item-120004,Besties Chatter,1
item-120005,Besties Chatter,1
item-120006,Besties Chatter,1
item-130015,Grenade Catcher,1
item-133007,Desert Yellow - Main Battle Tank Armor Design,1
item-133008,Desert Yellow - Universal Machine Gun MK-I,1
item-133009,Desert Yellow - Anti-Armor Sniper Rifle,1
item-133011,Desert Yellow - Machine Gun Team,1
item-133012,Desert Yellow - Automotive Night Vision,1
item-133013,Desert Yellow - Flamethrower,1
item-133014,Desert Yellow - Shell Launcher,1
item-133015,Desert Yellow - Grenade Launcher,1
item-133016,Desert Yellow - Laser Weapon,1
item-133017,Desert Yellow - Cannon,1
item-133018,Desert Yellow - Anti-Aircraft Cannon,1
item-133019,Desert Yellow - Impulse Cannon,1
item-133020,Desert Yellow - Armored Cannon,1
item-133021,Desert Yellow - Jammer Gun,1
item-133022,Desert Yellow - Jammer,1
item-133023,Desert Yellow - Signal Transceiver,1
item-133024,Desert Yellow - Smoke Grenade Launcher,1
item-133025,Desert Yellow - Missile Launcher MK1,1
item-133026,Desert Yellow - Missile Launcher MK2,1
item-133027,Desert Yellow - Railgun,1
item-133028,Desert Yellow - Automated Defense System,1
item-133029,Desert Yellow - Rotating Turret,1
item-133030,Desert Yellow - Drone Compartment,1
item-133031,Urban Camouflage - Main Battle Tank Armor Design,1
item-133032,Urban Camouflage - Universal Machine Gun MK-I,1
item-133033,Urban Camouflage - Anti-Armor Sniper Rifle,1
item-133035,Urban Camouflage - Machine Gun Team,1
item-133036,Urban Camouflage - Automotive Night Vision,1
item-133037,Urban Camouflage - Flamethrower,1
item-133038,Urban Camouflage - Shell Launcher,1
item-133039,Urban Camouflage - Grenade Launcher,1
item-133040,Urban Camouflage - Laser Weapon,1
item-133041,Urban Camouflage - Cannon,1
item-133042,Urban Camouflage - Anti-Aircraft Cannon,1
item-133043,Urban Camouflage - Impulse Cannon,1
item-133044,Urban Camouflage - Armored Cannon,1
item-133045,Urban Camouflage - Jammer Gun,1
item-133046,Urban Camouflage - Jammer,1
item-133047,Urban Camouflage - Signal Transceiver,1
item-133048,Urban Camouflage - Smoke Grenade Launcher,1
item-133049,Urban Camouflage - Missile Launcher MK1,1
item-133050,Urban Camouflage - Missile Launcher MK2,1
item-133051,Urban Camouflage - Railgun,1
item-133052,Urban Camouflage - Automated Defense System,1
item-133053,Urban Camouflage - Rotating Turret,1
item-133054,Urban Camouflage - Drone Compartment,1
item-133055,Desert Yellow - Tactical Mech Armor Design,1
item-133056,Urban Camouflage - Tactical Mech Armor Design,1
item-133057,Desert Yellow - Light Machine Gun,1
item-133058,Desert Yellow - Lightweight Rapid-Fire Railgun,1
item-133059,Desert Yellow - Shield Generator,1
item-133060,Desert Yellow - Laser Suppression System,1
item-133061,Desert Yellow - Heavy Machine Gun,1
item-133062,Desert Yellow - Phased-Array Radar,1
item-133063,Desert Yellow - Explosive Reactive Armor,1
item-133064,Urban Camouflage - Light Machine Gun,1
item-133065,Urban Camouflage - Lightweight Rapid-Fire Railgun,1
item-133066,Urban Camouflage - Shield Generator,1
item-133067,Urban Camouflage - Laser Suppression System,1
item-133068,Urban Camouflage - Heavy Machine Gun,1
item-133069,Urban Camouflage - Phased-Array Radar,1
item-133070,Urban Camouflage - Explosive Reactive Armor,1
item-133136,Dessert Yellow - Vehicle-Mounted Shotgun,1
item-133137,Dessert Yellow - Small Mortar,1
item-133138,Dessert Yellow - Laser Rangefinder,1
item-133139,Dessert Yellow - Camouflage Netting,1
item-133140,Dessert Yellow - Slat Armor,1
item-133141,Urban Camouflage - Vehicle-Mounted Shotgun,1
item-133142,Urban Camouflage - Small Mortar,1
item-133143,Urban Camouflage - Laser Rangefinder,1
item-133144,Urban Camouflage - Camouflage Netting,1
item-133145,Urban Camouflage - Slat Armor,1
item-140001,Grenade Catcher,1
item-140011,item-10140011,1
item-140017,item-10140017,1
item-140029,item-10140029,1
item-161000,Tareus - Assistant Appearance,1
item-161001,Sana - Assistant Appearance,1
item-200003,Icon Frame - Extreme Apex,5
item-200008,Icon Frame - Fuse of Victory,1
item-200009,Icon Frame - Dance of the Nib,1
item-200022,Icon Frame - Ice Sea Fantasy,1
item-200025,Icon Frame: Deft worker,1
item-200027,Icon Frame - Blue Roar,1
item-200029,Icon Frame - Eternal Beauty,1
item-200031,Icon Frame - Dark Purple Tribute,1
item-200033,Icon Frame - Fearless Honor,1
item-200035,Icon Frame - Twilight's Salute,1
item-200037,Icon Frame - Ignition Source,1
item-200038,Icon Frame - Wild Goose Honk,1
item-200053,Icon Frame - Waves by the Palms,1
item-900030,Nova Medal,4
item-900032,Nova Medal,3
item-900033,Platinum Medal,103
item-900034,Nova Medal·Shattered Connexion,2
item-900035,Platinum Medal·Shattered Connexion,4
item-900036,Crown of Respect,0
item-900037,Nova Medal·DJMAX,3
item-900038,Platinum Medal·DJMAX,4
item-900039,Xmas Supply Box,0
item-900040,Nova Medal·The Photo Studio Mystery,4
item-900041,Platinum Medal·The Photo Studio Mystery,2
item-900042,Tangerine Coin,0
item-900043,Nova Medal·Far Side of the Sea,3
item-900044,Platinum Medal·Far Side of the Sea,3
item-900045,Azure Conch,0
item-900046,Xmas Coin,0
item-900047,Nova Medal - One Coin Short,2
item-900048,Platinum Medal - One Coin Short,3
item-900053,True Core Mask - 5th Anniversary,0
item-900055,5th Anniversary Special Supply Box,0
item-900056,Platinum Medal,2
item-1100001,High-Speed Beauties,1
item-1100002,High-Speed Beauties,1
item-1100003,Galactic Oath,1
item-1100004,Galactic Oath,1
item-1100005,Bon appétit !,1
item-1100006,Bon appétit !,1
item-1100007,Corona Fusion,1
item-1100008,Corona Fusion,1
item-1500009,Basic Equipment Indicator,0
item-1500010,Accessory Equipment Indicator,0
item-1500013,Guaranteed T-Doll Indicator,0
item-1500014,Frontline Protocol - Extra Prize,0
item-1500016,Frontline Protocol - Extra Prize,0
item-1500020,Frontline Protocol - Extra Prize,0
item-1500030,5-Star T-Doll Transfer Letter,0
item-1500040,Frontline Protocol - Extra Prize,0
item-1500044,Frontline Protocol - Extra Prize,0
item-1500048,Basic Equipment Indicator,0
item-1500049,T-Doll Equipment Indicator,0
item-1500050,Guaranteed T-Doll Indicator,0
item-1500051,Frontline Protocol - Extra Prize,0
item-1500055,Frontline Protocol - Extra Prize,0
item-1500060,Basic Equipment Indicator,0
item-1500061,Basic Exclusive Equipment Selection Indicator,0
item-1500062,Advanced Exclusive Equipment Selection Indicator,0
item-1500063,Special Event T-Doll Transfer Letter,0
item-1500064,Frontline Protocol - Extra Prize,0
item-1500071,Basic Equipment Indicator,0
item-1500072,Basic Exclusive Equipment Selection Indicator,0
item-1500073,Advanced Exclusive Equipment Selection Indicator,0
item-1500074,Basic Equipment Indicator,0
item-1500075,T-Doll Equipment Indicator,0
item-1500076,Guaranteed T-Doll Indicator,0
item-1500077,Frontline Protocol - Extra Prize,0
item-1500078,Basic Equipment Indicator,0
item-1500079,Basic Exclusive Equipment Selection Indicator,0
item-1500080,Advanced Exclusive Equipment Selection Indicator,0
item-1500084,Frontline Protocol - Extra Prize,0
item-1500085,Basic Equipment Indicator,0
item-1500086,Basic Exclusive Equipment Selection Indicator,0
item-1500087,Advanced Exclusive Equipment Selection Indicator,0
item-1500088,Basic Equipment Indicator,0
item-1500089,Basic Exclusive Equipment Selection Indicator,0
item-1500090,Advanced Exclusive Equipment Selection Indicator,0
item-1500094,Frontline Protocol - Extra Prize,0
item-1500098,Frontline Protocol - Extra Prize,0
item-1500102,Frontline Protocol - Extra Prize,0
item-1500106,Frontline Protocol - Bonus Reward,0
item-1500109,Basic Equipment Indicator,0
item-1500110,Wearable Equipment Selection Indicator,0
item-1500111,Guaranteed T-Doll Indicator,0
item-1500112,Frontline Protocol - Extra Prize,0
item-1500116,Frontline Protocol - Extra Prize,0
item-1500123,Frontline Protocol - Extra Prize,0
item-1500127,Frontline Protocol - Extra Prize,0
item-1500134,Frontline Protocol - Extra Prize,0
item-1500141,Frontline Protocol - Extra Prize,0
item-1500148,Frontline Protocol - Extra Prize,0
item-1500159,Frontline Protocol - Extra Prize,0
item-1500163,Frontline Protocol - Extra Prize,0
item-1500175,Frontline Protocol - Extra Prize,0
item-1500179,Frontline Protocol - Extra Prize,0
item-1500189,Frontline Protocol - Extra Prize,0
item-1500196,Frontline Protocol - Extra Prize,0
item-1500209,Frontline Protocol - Extra Prize,0
item-1500220,Frontline Protocol - Extra Prize,0
item-1500245,Frontline Protocol - Extra Prize,0
item-1500252,Frontline Protocol - Extra Prize,0
item-1500266,Frontline Protocol - Extra Prize,0
item-1500270,Butterfly Nebula Specified Capture Commission,0
item-1700001,Basic Equipment Selection Indicator,0
item-1700002,Basic Exclusive Equipment Selection Indicator,0
item-1700003,Advanced Exclusive Equipment Selection Indicator,0
item-1700004,Basic Equipment Selection Indicator,0
item-1700005,Basic Exclusive Equipment Selection Indicator,0
item-1700006,Advanced Exclusive Equipment Selection Indicator,0
item-1700007,Basic Equipment Selection Indicator,0
item-1700008,Basic Exclusive Equipment Selection Indicator,0
item-1700009,Advanced Exclusive Equipment Selection Indicator,0
item-1700010,Basic Equipment Selection Indicator,0
item-1700011,Basic Exclusive Equipment Selection Indicator,0
item-1700012,Advanced Exclusive Equipment Selection Indicator,0
item-1700013,Basic Equipment Selection Indicator,0
item-1700014,Basic Exclusive Equipment Selection Indicator,0
item-1700015,Advanced Exclusive Equipment Selection Indicator,0
item-1700016,Basic Equipment Selection Indicator,0
item-1700017,Basic Exclusive Equipment Selection Indicator,0
item-1700018,Advanced Exclusive Equipment Selection Indicator,0
item-1700019,Basic Equipment Selection Indicator,0
item-1700020,Basic Exclusive Equipment Selection Indicator,0
item-1700021,Advanced Exclusive Equipment Selection Indicator,0
item-1700022,Basic Equipment Selection Indicator,0
item-1700023,Basic Exclusive Equipment Selection Indicator,0
item-1700024,Advanced Exclusive Equipment Selection Indicator,0
item-1700025,Basic Equipment Indicator,0
item-1700026,Basic Exclusive Equipment Selection Indicator,0
item-1700027,Advanced Exclusive Equipment Selection Indicator,0
item-1700028,Basic Equipment Indicator,0
item-1700029,Basic Exclusive Equipment Selection Indicator,0
item-1700030,Advanced Exclusive Equipment Selection Indicator,0
item-1700031,Basic Equipment Indicator,0
item-1700032,Basic Exclusive Equipment Selection Indicator,0
item-1700033,Advanced Exclusive Equipment Selection Indicator,0
item-1700034,Basic Equipment Indicator,0
item-1700035,Basic Exclusive Equipment Selection Indicator,0
item-1700036,Advanced Exclusive Equipment Selection Indicator,0
item-1700037,Basic Equipment Indicator,0
item-1700038,Basic Exclusive Equipment Selection Indicator,0
item-1700039,Advanced Exclusive Equipment Selection Indicator,0
item-1700040,Basic Equipment Selection Indicator,0
item-1700041,Basic Exclusive Equipment Selection Indicator,0
item-1700042,Advanced Exclusive Equipment Selection Indicator,0
item-1700043,Basic Equipment Selection Indicator,0
item-1700044,Basic Exclusive Equipment Selection Indicator,0
item-1700045,Advanced Exclusive Equipment Selection Indicator,0
item-1700046,Basic Equipment Selection Indicator,0
item-1700047,Basic Exclusive Equipment Selection Indicator,0
item-1700048,Advanced Exclusive Equipment Selection Indicator,0
item-1700049,Basic Equipment Selection Indicator,0
item-1700050,Basic Exclusive Equipment Selection Indicator,0
item-1700051,Advanced Exclusive Equipment Selection Indicator,0
item-1700052,Basic Equipment Selection Indicator,0
item-1700053,Basic Exclusive Equipment Selection Indicator,0
item-1700054,Advanced Exclusive Equipment Selection Indicator,0
item-1700055,Basic Equipment Selection Indicator,0
item-1700056,Basic Exclusive Equipment Selection Indicator,0
item-1700057,Advanced Exclusive Equipment Selection Indicator,0
item-1700058,Basic Equipment Selection Indicator,0
item-1700059,Basic Exclusive Equipment Selection Indicator,0
item-1700060,Advanced Exclusive Equipment Selection Indicator,0
item-1700061,Basic Equipment Indicator,1
item-1700062,Basic Exclusive Equipment Selection Indicator,1
item-1800001,Military-Grade Weapon Component Box,0
item-1800002,Military-Grade Function Component Box,0
item-1800003,Professional-Grade Component Box,0
item-1800004,Industrial-Grade Component Box,0
item-1800005,Standard-Grade Component Box,0
item-1800006,High-Precision Heavy Weapon Universal Component Box,0
item-1800007,High-Precision Light Weapon Universal Component Box,0
item-1800008,Military-Grade Weapon Component Box 2.0,2
item-1800009,Military-Grade Function Component Box 2.0,3
item-1700063,Advanced Exclusive Equipment Selection Indicator,1
gift-100001,Lollipop,2327
gift-100002,Ice Cream Cone,286
gift-100003,Strawberry Custard Cheesecake,1069
gift-100005,Mulan Tea,22
gift-100006,Magic of Happiness,25
gift-100007,Whiskey,60
gift-100008,Eden's Apple,10
gift-100009,Bionic Melon Seed,4
gift-100010,Spooky Pumpkin Head,7
gift-100011,Santa Claus' Beard,9
gift-100012,Jingling Bells,3
gift-100013,Reindeer Head Gear,4
gift-100014,Shark Volleyball,4
gift-100015,Rubber Fragments,9
gift-100016,Crunchy Dark Chocolate Shell,6
gift-100017,Crunchy White Chocolate Shell,4
gift-100018,Crunchy Cocoa Shell,3
gift-100019,Barking Dessert,7
gift-100020,Green Striped Balloon,9
gift-100021,Dance Is My Legend,10
gift-100022,Slightly Bitter Pudding,10
gift-100023,Energy Bar,100
gift-200001,Combat Report,78048
gift-200003,Beer on Discount,21
gift-200004,Paper Target,1
gift-200005,Kandel Formulation,60
gift-200006,Satan's Tears,10
gift-200007,Crab Cannon,4
gift-200008,Spiky Starfish,2
gift-200009,Drifting Will-o'-Wisp,3
gift-200010,Classic Broomstick,7
gift-200011,Helm of the Dark Rider,4
gift-200012,Searing Light Orb,6
gift-200013,Blue Bouquet,9
gift-200014,Bone Heart,6
gift-200015,Ghostly White Sheet,7
gift-200016,Summer Killer,5
gift-200017,Sugar-Free Dinergate,7
gift-200018,Fish Hunt Lifebuoy,7
gift-200019,Fish Hunt Charge 4K,7
gift-200020,Fish Hunt Surfboard,6
gift-200021,Sounding Good In Saga,10
gift-200022,Electronic Fragment,10
gift-200023,Steel Core Rounds,100
gift-400001,Rapid Growth Disk,42119
furniture-10110,State-of-the-Art Workbench,10
furniture-10210,Large Cat Castle,10
furniture-10310,Integrated Canine Care Station,10
furniture-10410,Advanced Compound Bird Cage,10
furniture-10510,Fully-Automatic Twin-Level Temperature-Controlled Playpen,10
furniture-20110,Digital Era Desk,10
furniture-20210,Advanced Drone Console,10
furniture-20310,Advanced Automated Operating Station,10
furniture-20510,Modern Large Server,10
furniture-20410,Hard Disk Array Data Table,10
furniture-20610,Advanced Automated Writer,10
furniture-20700,Bookshelf of Memories,0
furniture-30110,Fairy Palace,10
